NU_CNPB_PLANO_DA;SG_PLANO_DA;NM_SITUACAO_PLANO_DA;NM_CARACTERISTICA;NM_MODALIDADE;NM_LEGISLACAO;NU_DURATION_MESES;TE_OBSERVACAO_DURATION;CS_MOTIVO;TIPO;CS_SITUACAO;DT_AVALIACAO;DT_CADASTRO;TE_OBSERVACOES;TE_RELATORIOS;IN_PATRIMONIO_GRUPO;VL_PATRIMONIO_COBERTURA;VL_INSUFICIENC_COBERTURA;DT_TRANSMISSAO;ID_RETIFICADA;NM_ATUARIO;NU_REGISTRO_MIBA;NU_REGISTRO_MTE;NM_EMPRESA_EXTERNA;NM_PLANO_DA;SG_EFPC_DA;NU_CNPJ_EFPC_DA;NM_RAZAO_SOCIAL_EFPC_DA;NU_MATRICULA_EFPC
2004001992;CYAMPREV;ATIVO;Patrocinado;Contribuição Definida;LC 109;71;Valor em meses aproximado. Apurado por meio de Avaliação Atuarial Anual, considerando a metodologia imposta pela Resolução CNPC 30/18 e a Instrução Previc 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;O presente documento tem como finalidade apresentar o Parecer Técnico Atuarial  decorrente da Avaliação Atuarial Anual, referente ao encerramento do exercício .;NULL;1;774212872.33;0.00;2024-03-06 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE APOSENTADORIA CYAMPREV;CYAMPREV;6,56969E+13;CYAMPREV SOCIEDADE DE PREVIDENCIA PRIVADA;2484
2005000183;CYAMPREV II;ATIVO;Patrocinado;Contribuição Definida;LC 109;201;Valor em meses aproximado. Apurado por meio de Avaliação Atuarial Anual  considerando a metodologia imposta pela Resolução CNPC 30/18 e a Instrução Previc 33/2020.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;O presente documento tem como finalidade apresentar o Parecer Técnico Atuarial  decorrente da Avaliação Atuarial Anual, referente ao encerramento do exercício;NULL;1;190661289.68;0.00;2024-03-06 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE APOSENTADORIA CYAMPREV II;CYAMPREV;6,56969E+13;CYAMPREV SOCIEDADE DE PREVIDENCIA PRIVADA;2484
2014000883;EMATERDF-FLEXCERES;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;217;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;80565675.60;0.00;2024-03-06 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO DE BENEFÍCIOS EMATERDF-FLEXCERES;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
2009001192;CIDASC-FLEXCERES;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;223;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;78453700.03;0.00;2024-03-06 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO DE BENEFÍCIOS CIDASC-FLEXCERES;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
1979000565;2.EMBRATER - PLANO BD;ATIVO;Patrocinado;Benefício Definido;LC 108/109;76;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;-133914413.26;-161210647.26;2024-03-07 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;2.EMBRATER - PLANO DE BENEFÍCIO DEFINIDO;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
1981000518;ÚNICO;ATIVO;Patrocinado;Benefício Definido;LC 108/109;131;"Duration do plano apurada através do Sistema Venturo, disponibilizado pela PREVIC.																																										 																																										 																																								";1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;-;NULL;1;638634169.92;0.00;2024-03-07 00:00:00.0000000;NULL;JAQUELINE FIGUEIREDO FERREIRA COSTA;2211;2211;ATEST CONSULTORIA ATUARIAL LTDA - ME;ÚNICO;DERMINAS;2,18556E+13;DERMINAS SOCIEDADE CIVIL DE SEGURIDADE SOCIAL;299
1982000856;EPAMIG  BD;ATIVO;Patrocinado;Benefício Definido;LC 108/109;91;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;22002182.50;0.00;2024-03-07 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO BÁSICO-EPAMIG;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
1981000119;EPAGRI BD;ATIVO;Patrocinado;Benefício Definido;LC 108/109;86;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;203599771.94;-13190707.15;2024-03-07 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO BÁSICO DE BENEFÍCIOS BD DA EPAGRI;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
2012001718;PB CD-02;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;72888280.31;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFICIOS CD-02;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
2014002118;PB CD - METRO - DF;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;108789749.45;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFÍCIOS  - CD - METRO - DF;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
2017000183;PB CD - 05;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;23975496.61;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFÍCIOS - CD - 05;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
2020001829;BRASÍLIAPREV;ATIVO;Instituído;Contribuição Definida;LC 108/109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;2681724.62;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFÍCIOS BRASÍLIAPREV;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
2021003574;REGIUSPREV (SERVIDOR);ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;89764.30;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;REGIUSPREV;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
1998006565;IDEALPREV;ATIVO;Patrocinado;Contribuição Definida;LC 109;999;Valor estabelecido hipoteticamente em 999, por ser um campo com preenchimento de valor numerico obrigatorio, conforme indicado pela PREVIC a EFPC, considerando que o Plano e estruturado na modalidade de Contribuicao Definida.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;;NULL;1;19348982.40;0.00;2024-03-07 00:00:00.0000000;NULL;DINARTE FERREIRA BONETTI;NULL;2147;todo;PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS Nº 001;NÉOS;3,21433E+13;NEOS PREVIDENCIA COMPLEMENTAR;4831
1982000147;EMATER BD;ATIVO;Patrocinado;Benefício Definido;LC 108/109;78;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;172159196.50;-5664334.63;2024-03-07 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO BÁSICO-EMATER;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
1979001911;BD;ATIVO;Patrocinado;Benefício Definido;LC 109;125;A duração do passivo é de 10,4402 anos (125 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;496348158.56;0.00;2024-03-07 00:00:00.0000000;NULL;GESIANE DE MATOS CAVALCANTE;889;889;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS DEFINIDO;CABEC;7,08303E+12;CABEC - CAIXA DE PREVIDENCIA PRIVADA BEC;165
2016000465;PLANO GE ENERGIA;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;A duration do passivo e definida a partir do valor presente do fluxo atuarial liquido do plano de beneficios, trazido a valor presente com base na taxa real de juros utilizada na avaliacao atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrucao PREVIC n 23/2023 e sistema Venturo da PREVIC. Tendo em vista a modalidade do Plano, qual seja, Contribuicao Definida, a duration foi definida em 10 anos (120 meses).;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-07-31 00:00:00.0000000;Avaliacao realizada para fins de encerramento do exercicio e fechamento do balanco anual da Fundacao.;NULL;1;311500712.21;NULL;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE APOSENTADORIA GE ENERGIA;GEBSA-PREV;7,39959E+13;GEBSA-PREV-SOCIEDADE DE PREVIDENCIA PRIVADA;2909
1985000792;BD-01;ATIVO;Patrocinado;Benefício Definido;LC 108/109;131;A duration do passivo é definida a partir do valor presente do fluxo atuarial líquido do plano de benefícios, trazido a valor presente com base na taxa real de juros utilizada na avaliação atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrução PREVIC nº 23/2023 e sistema Venturo da PREVIC.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;O presente documento tem como finalidade apresentar o Parecer Técnico Atuarial , decorrente da Avaliação Atuarial Anual, referente ao encerramento do exercício.;NULL;1;2769195265.15;-4729183.70;2024-03-07 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFÍCIOS BD-01;REGIUS;1,22586E+12;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;895
2010004711;GE AVIATION;ATIVO;Patrocinado;Contribuição Variável;LC 109;117;A duration do passivo é definida a partir do valor presente do fluxo atuarial líquido do plano de benefícios, trazido a valor presente com base na taxa real de juros utilizada na avaliação atuarial, ponderado pelo tempo acumulado do fluxo, conforme Instrução PREVIC nº 23/2023 e sistema Venturo da PREVIC.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-07-31 00:00:00.0000000;O presente documento tem como finalidade apresentar o Parecer Técnico Atuarial do Plano GE AVIATION, decorrente da Avaliação Atuarial Anual, referente ao encerramento do exercício.;NULL;1;7552367.78;-299963.22;2024-03-08 00:00:00.0000000;NULL;DANIEL PEREIRA DA SILVA;NULL;1146;todo;PLANO DE BENEFÍCIOS GE AVIATION;GEBSA-PREV;7,39959E+13;GEBSA-PREV-SOCIEDADE DE PREVIDENCIA PRIVADA;2909
1988002729;PLANO BD;ATIVO;Patrocinado;Benefício Definido;LC 109;95;7,88 anos ou 94,56 meses;1;Completa;2;2023-12-31 00:00:00.0000000;2023-11-30 00:00:00.0000000;;NULL;1;107895273.31;0.00;2024-03-08 00:00:00.0000000;NULL;DINARTE FERREIRA BONETTI;NULL;2147;todo;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DA FASERN - 001;NÉOS;3,21433E+13;NEOS PREVIDENCIA COMPLEMENTAR;4831
2010002318;MICRO PREV;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo considerada é de 10 anos, conforme previsto no §1º do art. 52 da Resolução Previc n° 23/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;1695018.05;NULL;2024-03-08 00:00:00.0000000;NULL;GUERINO PIROLLO JUNIOR;12167032090;1609;todo;PLANO DE BENEFÍCIOS MICRO PREV;SUL PREVIDÊNCIA;1,21481E+13;SOCIEDADE DE PREVIDÊNCIA COMPLEMENTAR SUL PREVIDÊNCIA;4621
1979000492;EMBRAPA  BD;ATIVO;Patrocinado;Benefício Definido;LC 108/109;122;A duracao do passivo foi calculada conforme metodologia descrita na Resolucao CNPC n 30/2018 e Resolucao Previc n 23/2023, calculada pelo sistema Venturo, considerando o fluxo de beneficios posicionado em 31/12/2021.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;6335807472.36;0.00;2024-03-11 00:00:00.0000000;NULL;ANTONIO MARIO RATTES DE OLIVEIRA;1162;1162;todo;PLANO BÁSICO DE PREVIDÊNCIA COMPLEMENTAR - EMBRAPA;CERES;5,32804E+11;CERES - FUNDACAO DE SEGURIDADE SOCIAL;237
2010005392;PLANO CIADPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Por se tratar de um plano estruturado sob a modalidade Contribuição Definida, sem parcela de risco atuarial, foi utilizada a duration de 10 anos, conforme prevê o §1º do art. 52º da Resolução PREVIV n° 23/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;153426167.48;NULL;2024-03-11 00:00:00.0000000;NULL;GUERINO PIROLLO JUNIOR;12167032090;1609;todo;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DOS MINISTROS RELIGIOSOS DA ASSEMBLÉIA DE DEUS;SUL PREVIDÊNCIA;1,21481E+13;SOCIEDADE DE PREVIDÊNCIA COMPLEMENTAR SUL PREVIDÊNCIA;4621
1974000583;PBP Nº 2;ATIVO;Patrocinado;Benefício Definido;LC 109;110;9,16 anos ou 109,92 meses;1;Completa;2;2023-12-31 00:00:00.0000000;2023-11-30 00:00:00.0000000;;NULL;1;520987245.06;0.00;2024-03-11 00:00:00.0000000;NULL;DINARTE FERREIRA BONETTI;NULL;2147;todo;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS Nº 002;NÉOS;3,21433E+13;NEOS PREVIDENCIA COMPLEMENTAR;4831
2019001829;PLANO;ATIVO;Patrocinado;Contribuição Definida;LC 109;999;Valor estabelecido hipoteticamente em 999, por ser um campo com preenchimento de valor numerico obrigatorio, conforme indicado pela PREVIC a EFPC, considerando que o Plano e estruturado na modalidade de Contribuicao Definida.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;;NULL;1;1062679375.21;0.00;2024-03-11 00:00:00.0000000;NULL;DINARTE FERREIRA BONETTI;NULL;2147;todo;PLANO DE CONTRIBUIÇÃO DEFINIDA NÉOS;NÉOS;3,21433E+13;NEOS PREVIDENCIA COMPLEMENTAR;4831
2019002329;VALIA (FAMÍLIA);ATIVO;Instituído;Contribuição Definida;LC 109;0;O Plano Prevaler é um plano de contribuição definida puro, sem componente de benefício definido em seu desenho. Portanto, a Duration do passivo não é aplicável.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Encerramento de Exercício;NULL;1;124304469.65;NULL;2024-03-11 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO INSTITUÍDO SETORIAL PREVALER;VALIA;4,22714E+13;FUNDACAO VALE DO RIO DOCE DE SEGURIDADE SOCIAL VALIA;2083
1988000629;PBD;ATIVO;Patrocinado;Benefício Definido;LC 109;99;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;Encerramento de Exercício;NULL;1;778445064.06;-59406244.68;2024-03-11 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIO DEFINIDO;FASC;3,19338E+13;FUNDACAO ALBINO SOUZA CRUZ;401
1997000611;PCD;ATIVO;Patrocinado;Contribuição Definida;LC 109;129;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 52º da Resolução Previc n° 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-09-30 00:00:00.0000000;;NULL;1;1131813509.83;0.00;2024-03-11 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE CONTRIBUIÇÃO DEFINIDA;FASC;3,19338E+13;FUNDACAO ALBINO SOUZA CRUZ;401
